Feature,Target
لماتزعلش نفسك وخليها على الله,Safe
لموا عيالكوا متخلوناش نتعصب عليكو,risky
لو اتصرفت معاك باسلوبك هكرهك في عيشتك,risky
لو البنات شايفه إن دي أنوثه يبقى هما ميعرفوش حاجه عن الأنوثه,risky
لو الحريم فاكره إن اللبس الضيق حريه شخصيه يبقى إحنا الشباب برضو المعاكسه بالنسبالنا حريه شخصيه,risky
لو اللي قدامي مسيحي أنا مش هيفرق معايا لو شخص محترم أو لأ أنا كده كده هبعد عنه ومش هتعامل معاه,risky
لو الواحد فكر فيها البنات عايزين ايه مننا غير المعامله الطيبه وهتلاقي حنان الدنيا كله,Safe
لو انتي من البنات اللي بتحب تمشي بمزاجها وتاخد قرارتها من دماغها من غير ما تعمل اي حساب لجوزها يبئه لزم تتربي,risky
لو بس اعرف انا غلطت في ايه,Safe
لو بس الستات يبطلوا رغي خمس دقايق على بعض الدنيا هتبقى أحسن بكتير,risky
لو جبت الراجل في كفه وأي نوع حيوان في كفه لا الاتنين زي بعض,risky
لو جبتلي شخص مسيحي واحد بس محترم هديك كل اللي في جيبي,risky
لو جبتلي شخص مسيحي واحد بس محترم هديك كل اللي في جيبي شوفت انا واثق قد ايه ان هما بني ادمين اوساخ,risky
لو جيت تبصلها بعقل لاقي إن الحريم دايما هما اللي بيستفيدوا من الرجاله لكن الرجاله مبتستفدش بأي حاجه من الحريم ده بالعكس دول بيخربوا بيوتهم,risky
لو جيت تدور على كائن بيزن أكتر من الست مش هتلاقي دول بيزنوا أكتر من الناموس والدبان,risky
لو جيت تفكر كده في الفرق ما بين الشيطان والست مش هتلاقي في فرق خالص بقى,risky
لو حضرتك تعبان انا ممكن اوديك المستشفي عادي بس اهم حاجه نطمن عليك,Safe
لو خدت بالك من كلام الحريم وردودهم تحس ان مفيش عقلانيه خالص فيه عشوائيه,risky
لو خسرنا النهارده هنفقد الامل رسميا في المنافسه علي الصعود,Safe
لو دخلت في حوار مع حد من اخوان هتكتشف ان تفكرهم منغلق و متشدد و متطرف زي أي مسلم تاني,risky
لو رديت عليك هزعلك,risky
لو ركزت شويه مع الحريم اليومين دول هتلاقيهم كلهم شراميط و بيبيعوا أجسامهم وشرفهم عشان الفلوس,risky
لو سألت أي راجل هو طموحه إيه في الدنيا هيقولك بنت عريانه دول أوساخ وبيفكروا ببتاعهم,risky
لو سافرت بره هتلاقي عرب كتير جدا توريك إن العرب مطلوبين في كل البلاد عشان بيشتغلوا كويس,Safe
لو سبتك من غير مضربك ابقي متناك,risky
لو سمحت الرجال لما يتكلمو الحريم بتسكت,risky
لو شايف ان انت تقدر تعمل حاجه اعملها وانا عايز اشوف اخرك بدل ما انت عمال تكلم علي الفاضي كده,risky
لو شفت أي كويتي ماشي في الشارع هنيك كسمه يا شعب ابن متناكة يا شوية بهايم و بقر عايشين بيملوا في كرشهم وفكرين الناس عبيد عندكم مصير الدنيا تدور و ندوس عليكم بالشباشب زي الصراصير يا ولاد الأحبه,risky
لو شفت واحد اتغير اسلوبه معاك اعرف انه لقي غيرك وانتهي دورك معاه,Safe
لو ضحكت على البنت وفهمتها ان انت بتحبها هتسلمك كل حاجه حتى شرفها دول عالم عبيطة يا جدع,risky
لو عايز تقول حاجه قولها لي في وشي ولا انت مش دكر ولا ايه,risky
لو عايز تقولي حاجه قولهالي في وشي لكن لو قلتها في ضهري هزعلك مني,risky
لو عايزين البلد دي تقوم سيبو الرجاله بس اللي يشتغلوا وابعده الستات,risky
لو عايزين الشباب تبطل تعاكس البنات خلوا البنات تلبس محترم وكده كده مش هيلبسوا محترم عشان هما بيحبوا يتعكسوا,risky
لو علي نصيحتك يا عم خليهالك انا مطلبتش منك نصيحه و ياريت كل واحد يخليه في حاله,risky
لو فاضي او مش فاضي اتعودت خلاص انام متاخر مش بعرف انام بدري,Safe
لو فضلت مطنش كده كتير هزعلك,risky
لو فكرت تستخف دمك معايا مش هيحصل كويس,risky
لو قابلت واحد لبناني عامله بكل احترام عشان هو هيعاملك بنفس الطريقه دي لو مش أحسن كمان,Safe
لو كان اللبس الضيق حريه شخصيه يبقا التحرش واجب وطني,risky
لو كانت ديه اخلاق المسلمين يبقي الالحاد احسن,risky
لو كانت ديه اخلاق المسلمين يبقي الالحاد احسن ما أبقى متعصب ومتخلف وأرهابى زيهم,risky
لو كلامي او رائي عجبك اهلا وسهلا مش عاجب في ستين داهيه,risky
لو كنتم مسلمين لعنه الله عليكم ليوم الدين كلكم ناس ولاد وسخة,risky
لو ماكدونالدز مش موجود كان نص الشعب اجسامهم رشيقه بدل ما شكلنا عامل زي العربيات كده,Safe
لو متكلمتش عدل وبقيت محترم هاكلك قلمين على وشك ينسوك اسمك,risky
لو محترمتش نفسك تاخد بالجزمه علي دماغك,risky
لو مستغني عن عمرك اركب جنب واحده ست وسيبها السور,risky
لو مش عاجبك اخبط راسك في أتخن حيطه,risky
لو مش عاجبك انزل متقرفناش علي الصبح,risky
لو مش عاجبك يا خليجي يا عرص انزل من العربيه,risky
لو مش عاجبك يا زنجي يا عرص انزل من العربيه,risky
لو مش عاجبك يا سعودي يا عرص انزل من العربيه,risky
لو مش عجبك اعلي ما في خيلك اركبوا,risky
لو مش قادر تسوق او تعبان ممكن تنزلني علي جنب وتروح انت انا ممكن اتصرف,Safe
لو مشيت ورا تفكير الحريم هتلاقي نفسك في قاع البلاعه,risky
لو نزل قرار إن هما يرجعوا في وقد البنات يبقى كده عندهم حق عشان كفايه اللي شوفناه من البنات أوي لحد كده,risky
لو واحد شيعي شاف واحد كفتس يا إما هيسبله الدين يا إما هيقتله شوية حيوانات متعصبة,risky
لو واحده عايزه تسكت أي راجل تطلعه هما كده عاملين زي الأطفال,risky
لواحد دايما بيسمع كلام حلو عن السعوديين وبيسمع إن هما جدعان وطيبين وقلبهم أبيض ودمهم خفيف جدا أنا بقى إيه نفسي أتعرف على شخص سعودي وأتعامل معاه وشوف الكلام اللي الناس بتقوله ده صح ولا إيه,Safe
لى فكره في رجاله دلوقتي بتحط بيكم وبيلبسو سلاسل دهب فده يبينلك إيه عن الرجاله بتوع اليومين دول ميبينش غير إن هما خولات ومش رجاله أصلا,risky
ليا صديق خليجي عايش هنا في مصر ولما رجع الإمارات كان بيتحايل عليا إن أنا أرجع معاه عشان أشتغل وكان جايبلي شغل حلو أوي بس أنا اللي اتمسكت ببلدي وقلت أنا مش عايز أسافر ودلوقتي أنا ندمان بس الراجل الخليجي ده لحد دلوقتي لسه صديقي المقرب,Safe
ليا صديق سعودي كان عايش هنا في مصر من زمان ولما جاله ظرف واضطر يرجع السعودية كان بيتحايل عليا إن أنا أرجع معاه عشان كان فيه شغل حلو أوي عايزني اشتغل معاه فيه بس أنا ساعتها مكنتش موافق عشان كنت عايز أقعد في بلدي ودلوقتي أنا ندمان جدا على القرار ده بس كل اللي طلعت بيه هو الراجل ده ولحد دلوقتي هو لسه صديقي المقرب,Safe
ليا صديق صيدلي خلص من سنين وسافر امريكا رجع من اسبوع وهو ماشي كان هيغمي عليه من المنظر,Safe
ليا صديق كويتي اتعرفت عليه لما كان بيشتغل هنا في مصر وكان عايش في مصر وبعد كده اضطر يرجع بلده بس إحنا لحد دلوقتي لسه أصدقاء وبنتكلم عشان نشقر على بعض ولسه في تواصل,Safe
ليا صديق كويتي كنت بتكلم معاه فبقوله قد ايه الجو حر في مصر بعد الكلام اللي هو قالهولي فعلا إحنا طلعنا في نعمة درجة الحرارة عندهم أزيد من عندنا بكتير أوي والرطوبة عندهم عالية جدا ربنا يكون في عونهم,Safe
ليا صديق لبناني اتعرفت عليه هنا في مصر و معرفته جت عليا بمكسب لأنه بعد ما رجع بلده لقيته بيكلمني بيقولي تعالى لبنان مستنياك وفعلا سافرت و لبنان طلعت جميله جدا وانبسطت اوي في السفريه دي,Safe
ليبيا والعراق كلهم شحاتين وإرهابيين ومتعصبين,risky
ليكو يوم يا انجاس و قريب ان شاء الله يا يهود يا خونه,risky
ليه اتضايقت من كلامي,Safe
ليه ارجع الاقي الغدا لسه محطوط عالنار ليه ياظلمه جعان,Safe
ليه البنات بتزعل بسرعه والواحد بيصالحهم في ثانيه تقريبا كده هبل كلهم,risky
ليه البنات بتعمل كده في نفسها ربنا خالقها بشكل معين ليه هما يبوظوا بشكلهم بالحاجات الكتير اللي بيحطوها على وشوشهم دي حاجه في قمة الغباء و الجهل,risky
ليه البنات مقتنعه إن الحجاب ده حريه شخصيه إحنا محتاجين نفهمهم إن ده فرض عليهم ولازم ينفذوا لكن هما كدبوا الكدبه وصدقوها واستعبطوا فيها,risky
ليه البواب بحس انه بيشتغلني,Safe
ليه التعليقات حاجه زفت,risky
ليه الحريم مايستهدوش بالله كده ويرحمونا مالهري بتاعهم ده ولا هما هيفضلوا كده لحد ما يموتونا,risky
ليه الرجاله عايزين يفرضوا سيطرتهم على الستات دي مش رجولة عامة هما فاهمين غلط,risky
ليه العيد مش زي زمان,Safe
ليه القرف ده علي الصبح كدا متحترمي نفسك,risky
ليه الناس بتزعل من هزاري,Safe
ليه الناس متخفش على بعضها ما كله في اللي مكفيه,Safe
ليه الواحد محروم من الراحه,Safe
ليه الواحد وهو مش رايق بتجيله كل الافكار الوحشه,Safe
ليه الواحد يتنرفز ويحرق دمه هي كلها على بعض مش مستاهله,Safe
ليه بس بتشتم يامهزء كذا مره زعلت من اسلوبك,risky
ليه بس يحصلي كده في الوقت ده,Safe
ليه تكسر مخاطر حد ربنا وصانه بعكس كده ربنا يهدي الجميع,Safe
ليه دايما البنات بتطلب معاها إن هما يغلسوا على الرجاله مينفعش كده يقعدوا يوم كامل طيبين,risky
ليه دايما البنات بتطلب معاهم برخامه ليه مينفعش يعدوا يوم من غير ما ينزلوا على خلق الله,risky
ليه دايما الرجاله بتطلب معاهم إن هما ينكدوا على البنات ليه مبيتعاملوش معاهم كويس وبما يرضي الله,risky
ليه ديما البنات بتتبسط بالعيد اكتر من الشباب,Safe
ليه قلة الأدب دي أنا بكلمك كويس كلمني زي ما بكلمك,risky
ليه كل النكد ده والله الدنيا ما تستاهل,Safe
ليه لما بتمطر شويه كل الدنيا بتتعطل,Safe
ليه محلات عصاير القصب فيها كل العصاير ماعدا القصبه,Safe
ليه مش بتساعدني انا عايزه اعرف بعد اذنك لو في ايدك تساعدني تعالي ساعدني,Safe
ليه يا رب الواحد dقابل الشخصيات الوسخه دي على الصبح,risky
ليه يبقى في عداوه ما بينا أسهل من كده بكتير,Safe
ليه يخربيت نكدك عيل فقر هي ناقصه نكد اهلك عالمسي الواحد فيه اللي مكفيه مش ناقصه واحد زيك خالص يلا غور في داهيه,risky
مؤثر فيك بول البعير يامتسعود,risky
ما انا عمال افهمك وانت ما شاء الله حمار مش عارف تفهم اي حاجه محسسني ان انت من صغرك راضع برسيم,risky
ما انا قولتلك ناخد الدائري من الاول لكن خلاص مفيش مشكله حصل خير,Safe
ما انت ابن وسخه معفن,risky
ما انت شخص وسخ ومش متربي هنقول ايه بس,risky
ما انتوا الوساخه بتجري في دمكم ايه الجديد يعني,risky
ما بقولك ايه الحي ده كله مسلمين تعالي نمشي من هنا معروف ان هما متعصبين كلهم,risky
ما بلاش انت يابن الشاخخ,risky
ما تاخديني قلمين احسن,risky
ما تتلمي يابت منك ليها,risky
ما تحشرش نفسك في اللي ملكش فيه عشان ما تسمعش كلام يزعلك,risky
ما تخشش في نقاش معايا عشان مزعلكش,risky
ما ترحم دين ابونا ياض يا يهودي بكلامك الغريب ده,risky
ما ترحم دين ابونا ياض يا يهودي بكلامك الغريب ده اقعد ساكت شويه واتكلم لغتك دي في بلدك,risky
ما تسترجل كده ياض ياسعودي,risky
ما تسترجل يالا انت ليك قريب لبناني ولا إيه إيه المايعه دي,risky
ما تسيبني اخلص كسم كلامي ولا انت شايفني خول,risky
ما تطلعش ايدك من الشباك ياخول,risky
ما تعدي بينا كده على أي مله نجيب شوية لب وسوداني عشان نسلي نفسنا,Safe
ما تولعي بجاز وسخ ولا حتي تموتي انا مالي هو انا اعرفك اصلا,risky
ما تيجي تضربني احسن,risky
ما شاء الله الحريم كلهم مش فالحين في التعليم هي الدماغ دي مش دماغ شغل دي دماغ لعب و مسخره وتفاهه,risky
ما شاء الله الرياضه بتخلي الجسم كله ليونه ونشاط,Safe
ما ظنش ان ده ممكن يحصل,Safe
ما عدناش عارفين نعيش في امان بسبب المسلمين,risky
ما فداهيه اللي يروح يروح,risky
ما فيش أجمل من الحريم الروس عليهم جسم يهبل وطيز جامده,risky
ما فيش تربيه خالص,risky
ما فيش تكيفات هتتفتح وكفايه زن بقي قرفتونا,risky
ما فيش حاجه توقع بين الإخوات أو الصحاب أو الأهل غير الحريم صدق اللي قال إن الحريم دول ثعابين ولازم نبعد عنهم,risky
ما قلت انه وسخ,risky
ما قولنا وطي الصوت صدعت ميتين اهلي ده انت عيل بضان,risky
ما كسم السوريين نساعدهم ليه أصلا,risky
ما كسمك بقى يا خليجي يا لبوه دي خليجي دي شتيمة ف بلدنا والله,risky
ما كفايه شغل الكفر بتاعك ده ياض يا مسيحي,risky
ما كفايه شغل الكفر بتاعك ده ياض يا مسيحي بطل تعمل حركات شعوذه دي بايدك,risky
ما كفايه شغل اليهود ده وسلك شويه ياض يعني إيه غلطتك في الحساب ده إنت معاك فلوسك كامله عدها يا وسخ,risky
ما كفايه لت الستات بتاعكو ده الواحد صدع,risky
ما كفايه وساخه بقي,risky
ما نقفل كسم بلاعة اللاجئين دي هي الدوله ناقصها المتناكين دول لما لسه هنستورد كفايه علينا الإنتاج المحلي,risky
ما هو البنات طالعين دلوقتي مش متربيين وملهمش ومبيفهموش في الأصول عشان متربين على ايد حريم من غير رجاله تخيل حرمه مربية حرمه أكيد الوضع هيبقى كارثي,risky
ما هو اللي زيك اللي خلى سوريا تقع عشان انت شعبك ابن متناكه زيك,risky
ما هو انت يا متخلف يا اطرش يا الاتنين و انا شايف ان انت فيك الصفتين,risky
ما هو انت ياتديني فلوس زياده يامش هنزلك من العربيه,risky
ما هو تلات تربع الرجاله مفتريه,risky
ما هو ده نظام الدعايه الانتخابيه عندنا,Safe
ما هو للأسف البلد اللي احنا عايشين فيها الظلمه أمثالك بس اللي عارفين يعيشوا فيها,risky
ما هو لو انت شايف كده يامتخلف يبقي انت ابن وسخه,risky
ما هي ممكن تهب مني انا كمان وامد ايدي عليك,risky
ما ينفعش تقول على نفسك شيخ يا سلفي يا ابن النجسيين,risky
مابحبش المسيحين دول محدش فيهم سالك هما اصلا بيعبدوا دين غلط,risky
مابحبش انواع الشغل كلها,Safe
مابدخلش مسيحين في عربيتي كلكم كفره شوفلك حد تاني يوصلك,risky
مابدخلش مسيحين في عربيتي و انزل و شوفلك حد تاني يوصلك,risky
مابقتش عارف مين الغلط ومين الصح,Safe
مابقتنعش بوجهة نظر الرجاله عشان طريقة تفكيرهم مبتعجبنيش,risky
ماتخرصي بقي ياوليه قبل مارميكي من العربيه صدعتي ميتين ابويا,risky
ماترحمونا من اغاني الزنوج اللي مفيش فيها غير شتايم وسويت وزيء,risky
ماتش السعوديه والجزائر يوم الاتنين إن شاء الله,Safe
ماتش العوده إن شاء الله هيبقى يوم تلاته في الشهر الجاي,Safe
ماتش مصر والجزائر إن شاء الله النهارده الساعه تمانيه بالليل,Safe
ماتش مصر والسعوديه هيتذاع النهارده ان شاء الله على التليفزيون الساعه تسعه بليل,Safe
ماتش مصر والسنغال يوم سته وعشرين تلاته ان شاء الله,Safe
ماتش مصر والمغرب إن شاء الله النهارده الساعه تمانيه بالليل,Safe
ماتشنا الجاي هيبقى مع قطر تقريبا بعد بكره واللي هيكسب هيتأهل للنهائ,Safe
ماتفتح عينك يابني انت صيني ولا ايه,risky
ماتقعدوش تقولوا ان لارهابين هما المسلمين ده كلام غلط وفي الاخر هتشوفوا يا كفرا يا ملحدين,risky
ماحدش مرتاح في الدنيا ابدا,Safe
ماخذتش بالي الموبيل مقفول,Safe
ماذا تقول المراه اذا عرفت انها حامل : المصريه مش عايزه حد يعرف اني حامل الاماراتيه والامريكيه انا هبقي ام لازم افرح كل اللي حواليا جبروت المصريه,risky
ماسبوش حاجه ولاد الكلب ما بياكلوهاش خفافيش ياكلوا صراصير ياكلوا كل حاجه بياكلوها,risky
ماسموش مسيحى يا باشا هو عايش في مصر اسمه مصري و عايش في مصر,Safe
ماشفتش الماتش عشان القالون تاعبني,Safe
ماشفتش الماتش عشان القولون تاعبني,Safe
ماشوفتش في حياتي شعب بينتقد ويناقد نفسه بنفسه زي الشعب المصري,Safe
ماشي ياست الكل اللي انتي عايزه هو اللي هيحصل,Safe
ماكدبش على حضرتك بس أنا بقرف أركب واحد صيني معايا العربيه,risky
ماكينه البيبسي اللي في اخر الشارع بايظه,Safe
مال وشك مسود ليه زي الزنوج كده,risky
مالك سايق الهبل علينا ليه ياجدع انت,risky
مالك شبه الخدامين الفلبينيين كده ليه,risky
مالك يا زنجي يا حقير يا عبد إنزل من عربيتي بلا قرف,risky
مالك ياحبيبي حبكت دلوقتي يعني اهدي شويه كده مينفعش اللي انت بتعمله ده ايه مفيش اي تقدير ولا ايه,risky
مالوش لزوم يا باشا تسلم على ذوقك,Safe
ماليش خلق للشغل بكرا,Safe
ماهم لو كانوا يهود ولا مسيحيين كان حد هيقول حاجه لكن انتو كلكو شوية ملحدين و أوساخ و نجسين و جبنه,risky
ماهي كانت بتتوحم علي متناك فجيت انت,risky
مايبقاش قلبك أسود زي وشك,risky
مايبقاش قلبك زي وشك يا اسود يا زنجي يا عرص,risky
مايبقاش قلبك زي وشك يا جاميكا,risky
مايبقاش قلبك زي وشك يا سماره,risky
مايكل او محمد مش فارقة يا بيه ده ماسموش مسيحى او مسلم ده اسمه مصري يعيش في مصر,Safe
مبتردش السلام علي متبرجه علشان حرام,risky
مبحبش طعم الشاي و لا القهوه و ماليش في اي حاجه سخنه مابشربش غير ساقع,Safe
مبدأ إن الستات تقولك مش عارفه ده مش موجود أصلا لازم يبينوا إن هما فاهمين حتى لو هما مش فاهمين حاجه ويقعدوا يحوروا ويفتوا ويتوهوا في اللي قدامهم لمجرد بس إن هما مش عايزين يق,risky
مبدأ الاحترام عند البنات خلاص معدش موجود و كلهم بقوا قللات الأدب و سفله حاجه تقرف,risky
مبدأ التأخير عند الستات ده مبدأ أساسي مفيش ست مبتتأخرش على ميعادها,risky
مبدأ الرجوله ده معدش موجود العيال بتوع اليومين دول كلمة راجل خساره فيهم دول خولات ولا يسوي,risky
مبدأ القلع عبد الحريم بتوع اليومين دول انتشر جامد معرفش هما بيعملو في نفسهم كده ليه وبيرخصوا نفسهم وبيخلوا أي حد يبص على جسمهم و فاكرينها شطاره لكن ده غباء وعبط,risky
مبركبش كوايته انجاس ولاد وسخه يلا يا كسمك انزل,risky
مبركبش معايا حد مسيحي انزل بقى من العربيه بالزوق يا اما هوريك انا ليه مبركبش معايا مسيحيين,risky
مبركبش معايا حد مسيحي انزل بقى من العربيه يا اما هوريك انا ليه مبركبش معايا مسيحيين كفره,risky
مبروك علينا لبسنا فالحيط,Safe
مبقاش غير خولات لبنان اللي يطلعلهم حس,risky
مبقاش في اخلاق والله,Safe
مبقاش في تربيه ربنا يسترها مع الاجيال اللي جايه ويخرجنا منها سالمين,Safe
مبقاش في متعه في الكره من ساعه ما مشي ابو تريكه,Safe
مبقاش في نقط تفتيش,Safe
مبقتش قادر استحمل طول الوقت صدري مخنوق,Safe
مبقتنعش بوجهة نظر البنات عشان طريقة تفكيرهم ما بتعجبنيش,risky
متئعدش تئبضلي زي القرد كده انا عارف ان نوعك بيحب الكلام ده,risky
متاسفه جدا علي اللي انا عملته انا بجد مكنش قصدي,Safe
متتعبش نفسك وتحاول تقنع حد بوجهة نظرك عشان هتتعب جامد,Safe
متحاولش تشغل دماغك عليا عشان مش هتعرف,risky
متحاوليش تقنعي الراجل إن هو سبب المشكلة عشان مهما حاولتي هتفشلي عشان الرجاله شاطرين جدا في الإنكار,risky
متحرقش كتير واسكت بقي شويه عشان انت رغاي و صدعتني,risky
متحكهاش والنبي يا بتاع المعيز مش ناقصه خلايجه يعني خليكو في حالكو,risky
متحولش تخش في حوار مع حد من اخوان تفكرهم منغلق و متشدد و متطرف زي أي مسلم تاني,risky
متحولش تقنع البنت إن هي سبب المشكله حرفيا أسهلك تعتذر وخلاص دول دماغهم معقده,risky
متحوليش تدوري على كائن بيزن أكتر من الراجل عشان مستحيل تلاقي الرجاله دول زنهم وحش أوي,risky
متخافش من اي حاجه في يومك ابدا يومك بالتوكل علي الله وصدقني هتشوف كل خير في اليوم ده,Safe
متخلنيش اشتمك انا كل ده بحاول احترمك بس باين عليك قليل الادب والاحترام مينفعش معاك لازم يعني نطول لسانا عليكو عشان تحترمونا,risky
متخلنيش اعمل معاك الصح احترم نفسك,risky
متخليهاش تهب منك عشان مقلش ادبي عليك,risky
متخيل ان الجزائرين بياكلو حشرات وجراد زي فرنسا,risky
متخيل ومقدر كان الله في العون,Safe
متركبش عربيتي يالا يا زنجي يا عبد إنزل يا حقير,risky
متزعقش بس وتعملي هليله و وطي صوتك,risky
متزقيش ولا تمدي ايدك عشان لو ماديتي ايدك همد ايدي عليكي,risky
متزوقيش طيب احسنلك انا لحد دلوقتي مقدر ان انتي واحده ست ومش عايز امد ايدي عليكي,risky
متسترجل كده يالا انت لبناني ولا ايه,risky
متسترجل كده يالا انت من لبنان ولا ايه,risky
متسترجل كده يالا مالك من لبنان ولا ايه,risky
متسميش الخرا اللي انتو بتعملوه ده دين انت كفتس خنزير ديوث,risky
متشكرين يا عم على حبة النكد دول اتفضل انزل بقى,risky
متضحكوش علي نفسكو بس وتقولو ان اللي انتو لابسينه ده حجاب عشان ده مالوش اي علاقه بالحجاب والبنات بتستهبل,risky
متعتبرش الحرمه إنها بني آدم معتبرها على إنها أكله وانت قاعد تمزمز فيها,risky
متعتمدش على أي بنت في أي حاجه عشان متتسوحش الرجاله بس هما اللي يعتمد عليهم لكن الحريم دول اركنهم على جنب,risky
متعكش في الكلام واحترم نفسك,risky
متعليش صوتك عليا واتكلم كويس احسنلك,risky
متعملش شعرك زي الزنوك ده شكله خرا وكلهم هيبقوا شبهك,risky
متعملش فيها راجل وانت اصلا عيل سيس,risky
متعملش فيها راجل وانت اصلا عيل سيس وخول,risky
متفائله جدا وراضيه بما كتبه الله لي,Safe
متقعدش تحور وتكدب بس وتقول علي نفسك راجل متعلم انا اللي قدامي ده اخره شحات سرق العربيه واشتغل عليها ده انت حتي لقب سواق ده كبير عليك,risky
متقولش متبرجات بس احسن بيزعلوا,risky
متكترش عشان ممدش ايدي عليك,risky
متكتريش في الكلام معايا روحي المطبخ احسنلك وخلصي المواعين قبل ما اطلقك,risky
متكتريش معايا في الكلام عشان خلي بالك أنا ممكن أقفل اللوك واطلع بيكي في أي حته مقطوعه و مش هتعرفي تعملي حاجة فاحترمي نفسك معايا,risky
متلاقيش في الخلايجه راجل جدع وسند,risky
متلاقيش في الخليج راجل جدع كلهم من النسخة أندال,risky
متهرجش معايا لاني هزعلك,risky
متوطي الخره اللي شغال بتاع الزنوج,risky
متوقع إيه من الشيعه دول ناس بيقولوا على نفسهم مسلمين هما بيقعدوا يضربوا نفسهم ويتنططوا في دواير في الجامعه,risky
متوقع إيه من الشيعه شوية جبنه بيقولوا على نفسهم مسلمين هما بيقعدوا يضربوا نفسهم ويتنططوا في دواير في الجامعه,risky
متوقع ايه من خنازير الشيعه دول كفار زي المسيحيين حرفو كلام الله و رسوله,risky
متوقع ايه من خنازير حرفت كلام الله و رسوله هما الشيعه كده ميستحقوش يتقال عليهم مسلمين,risky
متوقع ايه من خنازير حرفت كلام الله و رسوله هما الشيعه كده ميستحقوش يتقال عليهم مسلمين دول كفار زي المسيحيين,risky
مثل اللي عنده معزه يربطها ده جه في وقته عشان هو حرفيا ينطبق على جميع البنات اللي موجودين اليومين دول,risky
مجانين دول ولا ايه هي ناقصه,risky
مجتمع الكوايته ده مجتمع جميل جدا وهادي جدا و كل واحد فيهم عايش في حاله ومحدش بيتدخل في اللي مالوش فيه وبيعاملوا الناس كلها كويس بغض النظر عن جنسيتهم,Safe
مجتمع مريض ابن ستين كلب,risky
مجتمعكو ده محدش فيه بقي بيحترم دينه مجتمع ملاحده,risky
مجتمعكو ده محدش فيه بقي بيحترم دينه ولا حد بقي عايز يعلم عياله في الدين كله بيجري ورا الفلوس لحد بقيتو مجتمع ملاحده لا حول ولا قوه الا بالله,risky
مجتمعكو ده محدش فيه بقي بيحترم دينه ولا حد بقي عايز يعلم عياله في الدين مجتمع ملاحده ربنا ينتقم منكم,risky
مجتمعنا ده في كمية ستات محترمه غير طبيعيه ده يوريك مجتمعنا مجتمع محترم قد إيه,Safe
مجمعنا ده مجتمع حيحان و بقى بيشجع الحريم بس لمجرد إن هما كلهم دلوقتي يقوا عريانين ربنا يبعدنا عن الحريم عشان تحس إن هما ابتلاء من ربنا و ما بيجيبوش للواحد غير الفقر وغضب ربنا,risky
محتاج بشده حد يفهمني,Safe
محتاجه اسمع صوت البحر وبس,Safe
محتاجه دعواتكم لو سمحت,Safe
محتاجين حاجه مش متوقعه نكسر الروتين فيها,Safe
محجبه أو مش محجبه أو حتى منقبه الحريم كلهم لباوي,risky
محدش بياكلها بالساهل بس يلا هنعمل ايه الحمد لله علي كل حال,Safe
محدش بيستحمل انه يفضل علي غلط علي طول ربنا اكيد هيلهمه الحقيقه ويرجع عن غلطه,Safe
محدش جاي معايا انا مش عارف اروح منين,Safe
محدش فينا حاسس بفرحه العيد,Safe
محدش يجيب سيره المسلمين علي لسانه يا كفرا يا ملحدين الاسلام هو الدين الصح و اي واحد مسيحي او يهودي دول مصيرهم جهنم ماتقعدوش تقولوا ان لارهابين هما المسلمين ده كلام غلط وفي الاخر هتشوفوا,risky
محدش يجيب سيره المسلمين علي لسانه يا كفرا يا ملحدين هو الدين الصح,risky
محمد صلاح عامل شغل عالي اوي اليومين دول,Safe
محور الكون بكسمك يعني,risky
مخدتش بالي العتب علي النظر بقي,Safe
مخك مضروب بسبب شرب بول البعير,risky
مخلدين في جهنم يا الكفار المسيحين والاقباط,risky
مخي فصل خالص معلش مش عارف اركز معاك,Safe
مرا وسخه اخلصي بقي ابوس ايد امك,risky
مرحلة المياصة عند البنات زادت الفترة دي و مينفعش يتسكت عليها قريب أوي البنات كلهم هيبقوا بنات ليل,risky
مره تلاته زنوج عملو حادثه اتنين ماتو وواحد نجا,risky
مره ركب معايا واحد لبناني وكان نسي موبايله قعدت أدور عليه في الأوتيل كله و لقيته في الآخر,Safe
مره في مره الكلام قل,Safe
مره لقيت واحد لبناني كان جايلنا من بلده و تايه ساعتدته على أد ما أقدر و وديته الحتة اللي هو كان عايز يروحها,Safe
مستحيل ايه ده كلام اللي انت بتقوله ده مينفعش يكون حصل وانا مش عارف اصدقه,Safe
مستحيل حد يحب اليهود دول حتي مناظرهم باينين اوي ان هما شبه الخنازير و شكلهم غريب,risky
مستني الاشاره تيجي خضرا عشان اتحرك منكم لله بقالي ساعه واقف,Safe
مستني ايه من البنات اللي بتقول علي الشيكولاته حشيش,risky
مستني ايه من شويه خولات,risky
مستوي الفريق وحش اوي النهارده,Safe
مسرحيه حلوه اوي اوي ربنا يوفقكم,Safe
مسكين الراجل مش لاقي ياكل,Safe
مسلسل حريم السلطان حد منكم يقتلهم جابولي العصب,Safe
مسلم او مسيحى انت ملكش دعوة بدينه يا باشا ديه حاجة بينه هو و ربنا انت ليك دعوة بيه هو كشخص,Safe
مسلمين بيحاولو يخصبو عليهم ديانتهم شوية نجسين و متعصبين,risky
مسلمين دول كفار وهمج يقولو دين السلام بعديها يروحوا أي بلد يفرضوا عليهم الشريعة بالعنف و القتل,risky
مسلمين دول مسخره يقولو دين السلام بعديها يروحوا أي بلد يفرضوا عليهم الشريعة بالعنف و القتل,risky
